"MMM.Close","AXP.Close","AAPL.Close","BA.Close","CAT.Close","CVX.Close","CSCO.Close","KO.Close","JNJ.Close","NKE.Close","PG.Close","RTX.Close","UNH.Close","VZ.Close","DIS.Close"
180.440002,64.279999,98.660004,133.470001,79.379997,105.660004,30.709999,45.830002,125.029999,56.73,85.720001,66.16111,143.690002,56.099998,97.709999
179.630005,64.330002,97.339996,132.940002,78.690002,103.07,30.790001,45.57,124.889999,57.139999,85.800003,65.859032,141.729996,55.869999,97.389999
177.660004,64.370003,96.669998,134.850006,82.75,102.68,30.879999,44.880001,125.150002,56.369999,85.269997,67.898048,141.699997,54.810001,96.690002
178.270004,64.589996,102.949997,135.960007,84.099998,102.260002,30.76,43.400002,124.769997,55.790001,84.459999,67.772186,141.679993,55.32,96.330002
177.979996,64.790001,104.339996,133.009995,82.919998,101.790001,30.52,43.650002,124.459999,55.450001,84.809998,67.702957,142.759995,54.860001,95.910004
178.360001,64.459999,104.209999,133.660004,82.760002,102.480003,30.530001,43.630001,125.230003,55.5,85.589996,67.747009,143.199997,55.41,95.949997
178.289993,64.129997,106.050003,133.210007,81.949997,99.110001,30.73,43.450001,125.400002,55.41,86.410004,67.300186,143.509995,54.5,95.540001
178.360001,63.470001,104.480003,131.600006,81.239998,99.589996,30.620001,43.529999,124.849998,54.919998,86.760002,66.87854,143.169998,54,95.010002
178.380005,63.830002,105.790001,131.869995,82.029999,100.610001,30.719999,43.639999,123.900002,54.75,85.970001,66.891129,142.880005,53.900002,96.089996
177.809998,63.939999,105.870003,131.210007,81.769997,100.389999,30.799999,43.509998,123.860001,54.790001,86.050003,66.935181,142.710007,53.93,95.160004
178.570007,65.519997,107.480003,131.729996,82.559998,100.510002,31.040001,43.48,124.239998,55.849998,85.779999,67.80365,142.990005,53.639999,95.830002
178.580002,65.830002,108.370003,132.190002,83.440002,101.199997,31.01,43.439999,123.650002,55.98,85.760002,67.835114,142.130005,53.59,95.75
178.389999,65.389999,108.809998,132.619995,82.830002,101.32,30.940001,43.470001,123.43,55.77,85.989998,68.181244,141.820007,53.66,96.669998
178.820007,64.739998,108,132.279999,82.650002,100.139999,30.85,43.610001,123.360001,55.130001,86.309998,68.042793,142.190002,53.810001,97.860001
181,65.480003,107.93,133,83.239998,101.400002,30.950001,43.75,123.769997,56.73,86.730003,68.709877,142.630005,53.860001,97.769997
180.270004,65.379997,108.18,133.100006,83,102.160004,30.870001,44.029999,123.220001,56.450001,87.040001,68.514786,142.880005,53.650002,96.839996
180.559998,65.629997,109.480003,134.660004,84.150002,102.769997,31.190001,44.240002,122.309998,56.77,87.019997,69.030838,141.619995,53.610001,97.099998
179.25,65.300003,109.379997,135,84.290001,102.620003,31.120001,43.830002,120.330002,56.880001,86.580002,68.697296,141.080002,52.759998,96.879997
179.869995,65.68,109.220001,134.720001,84.410004,102.220001,30.719999,44.060001,121.309998,56.860001,86.959999,68.558846,141.710007,53.169998,96.870003
179.179993,65.629997,109.080002,135,83.379997,103.550003,30.48,44.099998,120.720001,57.209999,87.440002,68.804283,142.169998,52.869999,96.650002
179.610001,65.529999,109.360001,134.440002,83.839996,102.32,30.52,43.919998,119.919998,58.900002,87.309998,68.684708,142.039993,52.450001,96.389999
179.070007,65.360001,108.510002,134.990005,83.589996,101.940002,30.629999,43.740002,119.129997,58.66,86.849998,68.281937,142.089996,52.549999,95.870003
179.770004,65.68,108.849998,134.139999,84.010002,101.68,30.98,43.849998,119.440002,59.619999,87.400002,67.967278,142.009995,52.630001,95.970001
179.410004,65.160004,108.029999,133.289993,83.150002,102.199997,31.059999,43.849998,118.709999,60.220001,87.309998,67.942101,139.869995,52.529999,95.82
179.580002,65,107.57,132.979996,82.839996,101.889999,31.290001,43.669998,118.57,59.240002,87.900002,67.791061,137.300003,52.75,95.550003
179.410004,64.790001,106.940002,132.229996,82.660004,101.32,31.35,43.32,119.040001,59,87.580002,67.533043,136.619995,52.07,95.209999
180.5,65.519997,106.82,132.899994,83.099998,102.050003,31.58,43.540001,119.919998,58.630001,88.300003,67.948395,137.270004,52.5,94.870003
